Application_ID,Student_ID,Company_ID,Applied_Date,Source,Status
A0519,S037,C065,2025-06-22,Company Website,Selected
A0520,S114,C037,2025-08-25,Referral,Selected
A0521,S047,C018,2025-05-14,LinkedIn,Applied
A0522,S012,C090,2025-01-27,Internshala,Selected
A0523,S456,C071,2025-09-07,Referral,Shortlisted
A0524,S289,C010,2025-07-27,Naukri,Shortlisted
A0525,S157,C053,2025-10-30,LinkedIn,Selected
A0526,S056,C084,2025-12-26,Company Website,Selected
A0527,S013,C022,2025-09-14,Referral,Selected
A0528,S475,C094,2025-04-05,Company Website,Shortlisted
A0529,S340,C078,2025-05-10,Company Website,Interview
A0530,S102,C034,2025-07-04,Referral,Shortlisted
A0531,S442,C048,2025-10-01,LinkedIn,Shortlisted
A0532,S115,C064,2025-11-15,LinkedIn,Selected
A0533,S111,C074,2025-08-02,Naukri,Applied
A0534,S216,C029,2025-07-25,LinkedIn,Shortlisted
A0535,S102,C050,2025-08-28,Naukri,Applied
A0536,S258,C066,2025-08-24,Naukri,Shortlisted
A0537,S053,C093,2025-09-12,Naukri,Shortlisted
A0538,S467,C069,2025-05-18,LinkedIn,Shortlisted
A0539,S269,C039,2025-11-12,Referral,Interview
A0540,S258,C015,2025-03-23,LinkedIn,Rejected
A0541,S111,C018,2025-03-12,Referral,Interview
A0542,S116,C051,2025-08-02,Company Website,Rejected
A0543,S333,C089,2025-06-15,Naukri,Selected
A0544,S185,C087,2025-07-09,LinkedIn,Applied
A0545,S388,C078,2025-04-26,LinkedIn,Applied
A0546,S286,C080,2025-04-26,Company Website,Selected
A0547,S150,C067,2025-08-05,LinkedIn,Applied
A0548,S437,C041,2025-04-30,Company Website,Applied
A0549,S107,C008,2025-12-26,Internshala,Applied
A0550,S030,C057,2025-08-22,Naukri,Shortlisted
A0551,S402,C093,2025-04-14,LinkedIn,Applied
A0552,S096,C063,2025-09-16,Referral,Interview
A0553,S141,C009,2025-05-01,LinkedIn,Shortlisted
A0554,S005,C014,2025-07-13,Company Website,Selected
A0555,S167,C036,2025-10-21,Referral,Applied
A0556,S042,C027,2025-02-27,Company Website,Rejected
A0557,S365,C046,2025-10-20,LinkedIn,Interview
A0558,S272,C089,2025-07-15,Company Website,Selected
A0559,S097,C018,2025-04-20,Referral,Shortlisted
A0560,S422,C083,2025-11-13,LinkedIn,Selected
A0561,S174,C067,2025-11-04,Internshala,Applied
A0562,S001,C054,2025-09-03,Company Website,Interview
A0563,S274,C090,2025-04-20,Referral,Applied
A0564,S433,C068,2025-01-01,Internshala,Rejected
A0565,S490,C044,2025-10-19,Company Website,Applied
A0566,S221,C050,2025-01-31,Referral,Applied
A0567,S400,C048,2025-07-23,Naukri,Applied
A0568,S068,C073,2025-04-16,Internshala,Shortlisted
A0569,S222,C014,2025-11-22,Internshala,Applied
A0570,S273,C064,2025-06-10,Internshala,Rejected
A0571,S103,C013,2025-08-22,Company Website,Selected
A0572,S308,C023,2025-07-22,Internshala,Rejected
A0573,S278,C052,2025-12-24,Internshala,Selected
A0574,S499,C021,2025-11-25,Internshala,Interview
A0575,S497,C084,2025-02-23,LinkedIn,Shortlisted
A0576,S257,C085,2025-04-18,Naukri,Shortlisted
A0577,S086,C021,2025-02-10,Company Website,Interview
A0578,S209,C092,2025-06-07,Company Website,Rejected
A0579,S241,C058,2025-11-06,Naukri,Interview
A0580,S072,C074,2025-01-13,Company Website,Rejected
A0581,S251,C083,2025-12-05,Internshala,Selected
A0582,S150,C078,2025-11-15,Naukri,Interview
A0583,S377,C066,2025-10-01,LinkedIn,Rejected
A0584,S004,C022,2025-05-24,LinkedIn,Selected
A0585,S071,C010,2025-02-22,Internshala,Shortlisted
A0586,S099,C072,2025-06-25,Naukri,Rejected
A0587,S207,C078,2025-12-10,Naukri,Selected
A0588,S334,C043,2025-05-05,LinkedIn,Selected
A0589,S235,C017,2025-06-27,Internshala,Interview
A0590,S091,C087,2025-04-04,Referral,Selected
A0591,S460,C045,2025-10-18,Referral,Applied
A0592,S480,C047,2025-03-19,Internshala,Interview
A0593,S474,C018,2025-02-27,Referral,Rejected
A0594,S220,C072,2025-09-07,Internshala,Selected
A0595,S344,C050,2025-07-06,Referral,Shortlisted
A0596,S391,C050,2025-02-05,LinkedIn,Shortlisted
A0597,S379,C033,2025-02-06,Internshala,Rejected
A0598,S132,C078,2025-02-23,Naukri,Applied
A0599,S454,C025,2025-04-04,Company Website,Applied
A0600,S162,C023,2025-12-31,Internshala,Rejected
A0601,S287,C029,2025-05-04,Internshala,Selected
A0602,S259,C044,2025-05-03,Referral,Shortlisted
A0603,S141,C070,2025-01-04,Internshala,Applied
A0604,S188,C002,2025-09-14,Company Website,Applied
A0605,S360,C010,2025-10-02,Internshala,Selected
A0606,S121,C039,2025-05-10,Referral,Shortlisted
A0607,S021,C043,2025-08-06,Internshala,Selected
A0608,S036,C076,2025-03-31,Company Website,Selected
A0609,S245,C047,2025-12-10,Referral,Shortlisted
A0610,S252,C065,2025-03-06,Referral,Selected
A0611,S004,C020,2025-03-23,Naukri,Interview
A0612,S330,C089,2025-12-24,Referral,Interview
A0613,S012,C089,2025-10-07,Referral,Interview
A0614,S218,C005,2025-01-06,LinkedIn,Shortlisted
A0615,S468,C043,2025-08-05,Naukri,Shortlisted
A0616,S029,C007,2025-03-07,LinkedIn,Selected
A0617,S180,C099,2025-01-05,Internshala,Rejected
A0618,S237,C044,2025-07-07,LinkedIn,Shortlisted
A0619,S335,C037,2025-07-22,Company Website,Rejected
A0620,S253,C089,2025-03-24,Naukri,Applied
A0621,S141,C067,2025-09-05,Naukri,Shortlisted
A0622,S387,C054,2025-07-25,Naukri,Applied
A0623,S054,C068,2025-04-06,Internshala,Applied
A0624,S124,C090,2025-09-28,Naukri,Selected
A0625,S278,C008,2025-06-25,Company Website,Applied
A0626,S488,C063,2025-08-04,Naukri,Applied
A0627,S144,C025,2025-05-19,Referral,Selected
A0628,S182,C064,2025-04-26,Company Website,Shortlisted
A0629,S042,C026,2025-11-07,Naukri,Rejected
A0630,S429,C076,2025-10-19,Company Website,Shortlisted
A0631,S206,C006,2025-01-01,LinkedIn,Selected
A0632,S430,C082,2025-05-21,LinkedIn,Interview
A0633,S074,C095,2025-09-28,Referral,Interview
A0634,S409,C026,2025-03-24,Referral,Shortlisted
A0635,S468,C070,2025-10-22,Referral,Selected
A0636,S390,C064,2025-09-04,Naukri,Selected
A0637,S173,C084,2025-01-03,Naukri,Interview
A0638,S125,C048,2025-05-19,Naukri,Shortlisted
A0639,S041,C068,2025-02-25,Company Website,Selected
A0640,S302,C045,2025-01-13,Company Website,Applied
A0641,S368,C095,2025-10-18,Company Website,Applied
A0642,S191,C054,2025-07-27,Referral,Shortlisted
A0643,S204,C068,2025-01-23,Internshala,Shortlisted
A0644,S022,C030,2025-07-28,Referral,Rejected
A0645,S012,C072,2025-03-01,Company Website,Shortlisted
A0646,S257,C027,2025-06-18,Referral,Interview
A0647,S462,C042,2025-04-24,Internshala,Rejected
A0648,S046,C100,2025-11-18,LinkedIn,Selected
A0649,S029,C035,2025-05-16,Internshala,Rejected
A0650,S308,C028,2025-08-12,Internshala,Applied
A0651,S041,C020,2025-03-17,Internshala,Rejected
A0652,S498,C023,2025-09-14,Internshala,Shortlisted
A0653,S211,C027,2025-01-29,Naukri,Interview
A0654,S348,C008,2025-03-04,Company Website,Applied
A0655,S228,C005,2025-02-13,Company Website,Selected
A0656,S391,C022,2025-03-13,LinkedIn,Shortlisted
A0657,S499,C022,2025-03-07,Naukri,Rejected
A0658,S390,C069,2025-11-14,Internshala,Applied
A0659,S387,C087,2025-12-05,Company Website,Interview
A0660,S133,C100,2025-07-04,Naukri,Selected
A0661,S487,C043,2025-11-21,LinkedIn,Selected
A0662,S330,C071,2025-05-16,Naukri,Selected
A0663,S317,C090,2025-10-23,Referral,Rejected
A0664,S124,C082,2025-03-30,Internshala,Interview
A0665,S066,C055,2025-10-29,Naukri,Shortlisted
A0666,S216,C019,2025-02-07,LinkedIn,Applied
A0667,S336,C060,2025-10-29,Company Website,Selected
A0668,S474,C047,2025-07-06,Internshala,Interview
A0669,S175,C093,2025-01-12,Internshala,Interview
A0670,S219,C054,2025-04-12,Company Website,Shortlisted
A0671,S369,C077,2025-12-05,LinkedIn,Shortlisted
A0672,S491,C037,2025-04-24,Company Website,Applied
A0673,S038,C072,2025-11-25,Company Website,Interview
A0674,S290,C074,2025-06-23,Company Website,Applied
A0675,S069,C082,2025-01-17,Company Website,Shortlisted
A0676,S435,C013,2025-07-08,LinkedIn,Shortlisted
A0677,S343,C099,2025-04-09,LinkedIn,Shortlisted
A0678,S407,C011,2025-01-21,Company Website,Rejected
A0679,S017,C079,2025-08-27,Referral,Selected
A0680,S362,C064,2025-08-24,Referral,Selected
A0681,S146,C064,2025-01-23,Naukri,Rejected
A0682,S406,C069,2025-02-13,Referral,Shortlisted
A0683,S150,C004,2025-01-05,Company Website,Applied
A0684,S308,C029,2025-12-10,Referral,Applied
A0685,S389,C027,2025-02-20,Company Website,Shortlisted
A0686,S017,C057,2025-11-25,Internshala,Interview
A0687,S459,C068,2025-09-08,Internshala,Interview
A0688,S424,C054,2025-05-18,Naukri,Shortlisted
A0689,S041,C099,2025-11-10,Company Website,Interview
A0690,S296,C040,2025-02-13,LinkedIn,Selected
A0691,S284,C003,2025-01-14,Naukri,Rejected
A0692,S222,C007,2025-04-16,Internshala,Applied
A0693,S386,C071,2025-10-07,LinkedIn,Applied
A0694,S138,C073,2025-03-25,Referral,Interview
A0695,S110,C098,2025-11-09,Internshala,Interview
A0696,S436,C019,2025-09-19,Naukri,Shortlisted
A0697,S069,C042,2025-07-05,Naukri,Rejected
A0698,S498,C076,2025-01-21,Internshala,Selected
A0699,S385,C064,2025-04-05,Company Website,Rejected
A0700,S051,C018,2025-09-21,LinkedIn,Applied
A0701,S315,C039,2025-08-28,Naukri,Interview
A0702,S224,C014,2025-08-12,LinkedIn,Applied
A0703,S321,C035,2025-06-03,Internshala,Interview
A0704,S390,C080,2025-10-09,Company Website,Rejected
A0705,S432,C097,2025-08-02,Company Website,Interview
A0706,S216,C024,2025-09-05,Naukri,Selected
A0707,S365,C030,2025-11-02,Company Website,Selected
A0708,S322,C039,2025-07-31,Referral,Shortlisted
A0709,S221,C047,2025-09-21,Company Website,Rejected
A0710,S383,C087,2025-09-11,LinkedIn,Selected
A0711,S206,C072,2025-04-29,Internshala,Shortlisted
A0712,S492,C025,2025-08-09,Internshala,Interview
A0713,S454,C090,2025-11-01,Internshala,Shortlisted
A0714,S443,C090,2025-09-13,Naukri,Selected
A0715,S178,C042,2025-11-05,LinkedIn,Applied
A0716,S430,C028,2025-09-10,Naukri,Selected
A0717,S014,C063,2025-12-10,Naukri,Shortlisted
A0718,S272,C089,2025-06-26,Naukri,Shortlisted
A0719,S101,C018,2025-01-12,Naukri,Rejected
A0720,S234,C069,2025-03-04,Internshala,Rejected
A0721,S109,C038,2025-08-30,Company Website,Rejected
A0722,S291,C082,2025-09-16,Referral,Interview
A0723,S148,C077,2025-06-09,LinkedIn,Shortlisted
A0724,S132,C057,2025-07-19,LinkedIn,Rejected
A0725,S331,C079,2025-09-25,LinkedIn,Selected
A0726,S074,C096,2025-07-24,Internshala,Applied
A0727,S336,C044,2025-04-03,LinkedIn,Interview
A0728,S166,C007,2025-03-18,Referral,Selected
A0729,S133,C027,2025-05-29,Naukri,Rejected
A0730,S486,C030,2025-11-07,Internshala,Applied
A0731,S043,C027,2025-11-05,Company Website,Applied
A0732,S206,C044,2025-05-30,Company Website,Shortlisted
A0733,S233,C050,2025-08-13,Company Website,Rejected
A0734,S385,C086,2025-10-20,Company Website,Shortlisted
A0735,S309,C091,2025-04-10,Naukri,Shortlisted
A0736,S120,C054,2025-04-07,Company Website,Selected
A0737,S399,C076,2025-12-19,Naukri,Selected
A0738,S313,C024,2025-06-21,LinkedIn,Interview
A0739,S172,C012,2025-01-04,Naukri,Rejected
A0740,S499,C064,2025-02-05,LinkedIn,Applied
A0741,S320,C088,2025-01-27,Referral,Shortlisted
A0742,S399,C012,2025-08-24,Internshala,Interview
A0743,S202,C050,2025-01-26,Company Website,Rejected
A0744,S325,C032,2025-01-11,Naukri,Applied
A0745,S057,C072,2025-09-27,Referral,Shortlisted
A0746,S169,C054,2025-07-31,Naukri,Selected
A0747,S198,C002,2025-02-19,LinkedIn,Interview
A0748,S180,C019,2025-09-24,Naukri,Selected
A0749,S356,C071,2025-12-26,Referral,Shortlisted
A0750,S246,C039,2025-01-29,Company Website,Interview
A0751,S168,C034,2025-04-22,Internshala,Applied
A0752,S068,C060,2025-06-13,Company Website,Interview
A0753,S216,C074,2025-11-26,Internshala,Rejected
A0754,S188,C088,2025-07-12,Company Website,Applied
A0755,S160,C095,2025-08-26,Company Website,Shortlisted
A0756,S058,C093,2025-03-17,LinkedIn,Shortlisted
A0757,S320,C012,2025-11-10,Referral,Rejected
A0758,S237,C012,2025-01-04,Naukri,Rejected
A0759,S435,C062,2025-05-20,Internshala,Shortlisted
A0760,S285,C019,2025-07-07,Referral,Applied
A0761,S198,C057,2025-03-15,Referral,Applied
A0762,S199,C092,2025-02-07,Company Website,Rejected
A0763,S043,C015,2025-07-30,LinkedIn,Applied
A0764,S292,C042,2025-08-08,Naukri,Rejected
A0765,S124,C036,2025-03-26,Naukri,Applied
A0766,S019,C056,2025-07-30,LinkedIn,Rejected
A0767,S018,C002,2025-04-27,Naukri,Rejected
A0768,S192,C027,2025-02-17,Referral,Rejected
A0769,S431,C031,2025-02-23,Naukri,Applied
A0770,S284,C073,2025-06-03,Internshala,Applied
A0771,S069,C027,2025-11-01,Company Website,Interview
A0772,S062,C096,2025-09-16,Naukri,Rejected
A0773,S166,C067,2025-03-04,Referral,Applied
A0774,S495,C100,2025-09-12,Naukri,Selected
A0775,S108,C040,2025-03-28,Naukri,Rejected
A0776,S109,C024,2025-12-07,Naukri,Applied
A0777,S430,C088,2025-06-22,Internshala,Shortlisted
A0778,S146,C052,2025-08-18,Referral,Interview
A0779,S097,C085,2025-06-17,LinkedIn,Applied
A0780,S079,C026,2025-08-31,Internshala,Shortlisted
A0781,S156,C096,2025-03-10,Naukri,Selected
A0782,S078,C073,2025-08-01,Internshala,Interview
A0783,S046,C091,2025-09-07,Referral,Selected
A0784,S490,C022,2025-09-27,LinkedIn,Interview
A0785,S114,C098,2025-06-26,Referral,Shortlisted
A0786,S297,C016,2025-10-07,Referral,Applied
A0787,S086,C038,2025-01-16,Internshala,Selected
A0788,S399,C092,2025-07-11,LinkedIn,Applied
A0789,S195,C068,2025-09-18,Company Website,Interview
A0790,S401,C024,2025-12-22,LinkedIn,Applied
A0791,S074,C096,2025-07-28,Naukri,Applied
A0792,S498,C085,2025-09-30,Company Website,Selected
A0793,S321,C022,2025-10-21,Internshala,Interview
A0794,S316,C001,2025-08-24,LinkedIn,Rejected
A0795,S248,C077,2025-05-15,LinkedIn,Interview
A0796,S139,C047,2025-12-22,Internshala,Applied
A0797,S174,C018,2025-10-17,Naukri,Applied
A0798,S104,C067,2025-11-29,Naukri,Interview
A0799,S347,C041,2025-07-05,LinkedIn,Interview
A0800,S059,C096,2025-05-14,LinkedIn,Shortlisted
A0801,S403,C037,2025-05-04,LinkedIn,Shortlisted
A0802,S496,C068,2025-04-24,Company Website,Rejected
A0803,S222,C026,2025-07-26,Internshala,Selected
A0804,S108,C040,2025-02-03,Naukri,Shortlisted
A0805,S127,C014,2025-08-27,Referral,Rejected
A0806,S129,C033,2025-04-27,Internshala,Applied
A0807,S234,C070,2025-04-08,Internshala,Rejected
A0808,S104,C039,2025-01-14,LinkedIn,Shortlisted
A0809,S070,C060,2025-07-24,Internshala,Applied
A0810,S214,C037,2025-07-31,Internshala,Applied
A0811,S315,C038,2025-05-12,Referral,Rejected
A0812,S397,C039,2025-05-15,Naukri,Shortlisted
A0813,S366,C093,2025-12-04,Company Website,Selected
A0814,S455,C056,2025-06-08,Company Website,Shortlisted
A0815,S489,C059,2025-10-22,LinkedIn,Interview
A0816,S179,C033,2025-09-29,Internshala,Interview
A0817,S349,C098,2025-02-04,Company Website,Selected
A0818,S022,C022,2025-05-31,Naukri,Interview
A0819,S396,C067,2025-02-16,Internshala,Rejected
A0820,S270,C039,2025-03-16,Referral,Interview
A0821,S216,C071,2025-11-05,Referral,Shortlisted
A0822,S300,C047,2025-12-10,Internshala,Interview
A0823,S064,C047,2025-09-17,Company Website,Selected
A0824,S265,C069,2025-08-30,Internshala,Interview
A0825,S267,C061,2025-05-10,LinkedIn,Interview
A0826,S126,C027,2025-05-21,LinkedIn,Applied
A0827,S333,C081,2025-05-27,Company Website,Selected
A0828,S272,C002,2025-10-02,Referral,Shortlisted
A0829,S175,C036,2025-07-10,LinkedIn,Shortlisted
A0830,S369,C043,2025-06-07,LinkedIn,Interview
A0831,S037,C021,2025-06-26,Referral,Shortlisted
A0832,S300,C054,2025-07-10,Naukri,Rejected
A0833,S439,C046,2025-08-25,LinkedIn,Rejected
A0834,S357,C032,2025-11-23,Company Website,Applied
A0835,S214,C041,2025-01-30,Internshala,Interview
A0836,S469,C011,2025-04-10,Naukri,Selected
A0837,S215,C012,2025-11-22,Internshala,Interview
A0838,S017,C078,2025-08-12,Naukri,Rejected
A0839,S309,C098,2025-08-22,Naukri,Rejected
A0840,S443,C026,2025-01-03,Referral,Shortlisted
A0841,S237,C092,2025-11-06,Internshala,Rejected
A0842,S408,C076,2025-10-05,Referral,Selected
A0843,S054,C061,2025-12-27,Internshala,Shortlisted
A0844,S114,C062,2025-10-11,Company Website,Shortlisted
A0845,S305,C073,2025-08-20,Company Website,Interview
A0846,S247,C003,2025-01-05,Internshala,Interview
A0847,S429,C046,2025-10-08,Company Website,Selected
A0848,S491,C097,2025-10-27,LinkedIn,Interview
A0849,S316,C018,2025-06-23,Company Website,Shortlisted
A0850,S193,C096,2025-04-02,LinkedIn,Applied
A0851,S176,C094,2025-07-03,Referral,Interview
A0852,S463,C078,2025-01-21,Internshala,Rejected
A0853,S026,C048,2025-09-27,Internshala,Interview
A0854,S245,C073,2025-12-25,Naukri,Rejected
A0855,S493,C017,2025-01-18,Company Website,Selected
A0856,S158,C077,2025-06-24,LinkedIn,Applied
A0857,S050,C058,2025-11-12,Company Website,Applied
A0858,S305,C068,2025-03-12,Company Website,Rejected
A0859,S459,C077,2025-10-08,Referral,Rejected
A0860,S278,C035,2025-10-30,Naukri,Shortlisted
A0861,S053,C002,2025-03-21,Naukri,Selected
A0862,S380,C056,2025-11-09,Company Website,Interview
A0863,S244,C002,2025-07-08,Internshala,Rejected
A0864,S112,C021,2025-10-06,Company Website,Rejected
A0865,S475,C100,2025-04-08,LinkedIn,Applied
A0866,S050,C056,2025-02-22,Internshala,Rejected
A0867,S326,C068,2025-06-19,Internshala,Selected
A0868,S070,C003,2025-09-25,Referral,Selected
A0869,S096,C019,2025-03-07,Referral,Rejected
A0870,S182,C007,2025-07-20,Naukri,Applied
A0871,S097,C068,2025-07-29,Naukri,Applied
A0872,S226,C068,2025-04-04,Referral,Selected
A0873,S209,C070,2025-05-17,Naukri,Interview
A0874,S398,C078,2025-12-27,LinkedIn,Applied
A0875,S466,C005,2025-10-16,LinkedIn,Shortlisted
A0876,S452,C058,2025-06-05,LinkedIn,Selected
A0877,S406,C073,2025-05-22,Internshala,Interview
A0878,S369,C087,2025-01-24,Company Website,Applied
A0879,S305,C004,2025-09-23,Company Website,Interview
A0880,S492,C074,2025-09-25,Internshala,Interview
A0881,S232,C067,2025-07-16,Company Website,Selected
A0882,S486,C042,2025-07-04,Company Website,Shortlisted
A0883,S377,C029,2025-07-30,LinkedIn,Rejected
A0884,S368,C095,2025-08-03,Naukri,Interview
A0885,S029,C007,2025-07-13,Referral,Applied
A0886,S001,C049,2025-01-14,Naukri,Shortlisted
A0887,S433,C027,2025-01-12,LinkedIn,Rejected
A0888,S260,C061,2025-08-18,Company Website,Selected
A0889,S151,C032,2025-09-09,Naukri,Selected
A0890,S144,C010,2025-03-29,LinkedIn,Applied
A0891,S332,C054,2025-12-16,Internshala,Rejected
A0892,S264,C061,2025-08-10,Internshala,Interview
A0893,S134,C028,2025-10-19,Naukri,Rejected
A0894,S166,C062,2025-12-13,Naukri,Selected
A0895,S373,C098,2025-09-05,Company Website,Applied
A0896,S306,C056,2025-08-12,LinkedIn,Rejected
A0897,S190,C050,2025-05-11,Internshala,Rejected
A0898,S155,C033,2025-10-03,Internshala,Selected
A0899,S223,C001,2025-08-08,Internshala,Applied
A0900,S337,C026,2025-06-26,Referral,Shortlisted
A0901,S085,C063,2025-12-19,Referral,Applied
A0902,S225,C013,2025-08-23,LinkedIn,Shortlisted
A0903,S399,C039,2025-03-02,Referral,Applied
A0904,S076,C045,2025-11-24,Internshala,Selected
A0905,S021,C014,2025-10-21,Company Website,Rejected
A0906,S389,C042,2025-11-17,LinkedIn,Shortlisted
A0907,S445,C040,2025-11-01,Referral,Selected
A0908,S481,C015,2025-07-03,Internshala,Applied
A0909,S379,C078,2025-03-30,Internshala,Selected
A0910,S355,C030,2025-04-08,Referral,Selected
A0911,S051,C032,2025-09-27,LinkedIn,Rejected
A0912,S378,C085,2025-06-02,Naukri,Interview
A0913,S114,C027,2025-06-26,Referral,Rejected
A0914,S024,C057,2025-02-02,Internshala,Selected
A0915,S249,C065,2025-08-25,Naukri,Selected
A0916,S031,C066,2025-05-13,Referral,Selected
A0917,S442,C079,2025-05-31,Internshala,Shortlisted
A0918,S455,C041,2025-12-04,Referral,Shortlisted
A0919,S098,C054,2025-07-15,Naukri,Interview
A0920,S084,C082,2025-04-21,LinkedIn,Interview
A0921,S292,C077,2025-02-25,Referral,Interview
A0922,S144,C059,2025-04-23,Naukri,Shortlisted
A0923,S392,C011,2025-02-27,Naukri,Interview
A0924,S249,C053,2025-04-29,Referral,Interview
A0925,S411,C050,2025-09-06,Company Website,Rejected
A0926,S478,C084,2025-06-29,Internshala,Selected
A0927,S327,C031,2025-08-29,Referral,Shortlisted
A0928,S321,C028,2025-06-16,Company Website,Interview
A0929,S347,C007,2025-12-15,Internshala,Applied
A0930,S405,C055,2025-12-05,Referral,Rejected
A0931,S058,C025,2025-01-20,Naukri,Interview
A0932,S335,C010,2025-01-23,LinkedIn,Interview
A0933,S388,C054,2025-05-06,Naukri,Rejected
A0934,S416,C034,2025-06-15,Company Website,Interview
A0935,S097,C065,2025-01-07,LinkedIn,Shortlisted
A0936,S443,C038,2025-05-25,Company Website,Selected
A0937,S188,C092,2025-12-06,LinkedIn,Interview
A0938,S452,C088,2025-07-16,LinkedIn,Selected
A0939,S467,C037,2025-07-05,Internshala,Selected
A0940,S472,C009,2025-07-22,Referral,Shortlisted
A0941,S109,C006,2025-08-29,Internshala,Shortlisted
A0942,S200,C028,2025-10-20,Company Website,Rejected
A0943,S246,C016,2026-01-01,Internshala,Selected
A0944,S482,C086,2025-07-29,Naukri,Rejected
A0945,S132,C095,2025-11-16,LinkedIn,Interview
A0946,S315,C099,2025-05-29,Internshala,Interview
A0947,S252,C050,2025-02-08,LinkedIn,Rejected
A0948,S182,C068,2025-08-16,Naukri,Rejected
A0949,S485,C082,2025-06-02,Internshala,Rejected
A0950,S356,C073,2025-05-15,Referral,Selected
A0951,S443,C079,2025-10-28,Referral,Interview
A0952,S443,C011,2026-01-01,Company Website,Rejected
A0953,S438,C035,2025-09-26,Company Website,Shortlisted
A0954,S497,C006,2025-12-01,Referral,Applied
A0955,S272,C100,2025-01-26,Naukri,Selected
A0956,S153,C065,2025-12-19,LinkedIn,Interview
A0957,S443,C090,2025-08-02,LinkedIn,Shortlisted
A0958,S063,C065,2025-07-04,Naukri,Applied
A0959,S079,C068,2025-05-29,LinkedIn,Shortlisted
A0960,S425,C090,2025-12-16,Referral,Shortlisted
A0961,S439,C038,2025-08-08,Company Website,Selected
A0962,S039,C052,2025-10-02,Internshala,Rejected
A0963,S107,C031,2025-12-14,Referral,Applied
A0964,S322,C038,2025-06-29,Referral,Rejected
A0965,S137,C098,2025-10-07,Naukri,Interview
A0966,S479,C060,2025-09-11,Naukri,Applied
A0967,S006,C037,2025-11-16,Naukri,Shortlisted
A0968,S477,C001,2025-04-06,Company Website,Selected
A0969,S223,C062,2025-01-14,Company Website,Interview
A0970,S128,C029,2025-07-20,Company Website,Shortlisted
A0971,S095,C030,2025-02-21,Naukri,Interview
A0972,S429,C005,2025-10-09,Naukri,Rejected
A0973,S436,C045,2025-09-16,Internshala,Shortlisted
A0974,S142,C048,2025-12-16,Naukri,Shortlisted
A0975,S443,C090,2025-06-04,Company Website,Selected
A0976,S013,C039,2025-08-26,LinkedIn,Interview
A0977,S446,C091,2025-03-06,Company Website,Rejected
A0978,S142,C019,2025-08-01,Internshala,Applied
A0979,S294,C060,2025-06-29,LinkedIn,Shortlisted
A0980,S014,C049,2025-07-29,Company Website,Shortlisted
A0981,S468,C078,2025-03-14,Internshala,Applied
A0982,S391,C023,2025-09-14,Internshala,Interview
A0983,S140,C074,2025-08-06,Internshala,Applied
A0984,S100,C023,2025-01-01,Internshala,Interview
A0985,S278,C046,2025-06-06,LinkedIn,Selected
A0986,S355,C090,2025-09-05,Naukri,Rejected
A0987,S049,C003,2025-11-26,LinkedIn,Rejected
A0988,S033,C011,2025-09-07,Referral,Interview
A0989,S122,C093,2025-10-31,Naukri,Shortlisted
A0990,S004,C026,2025-08-06,LinkedIn,Selected
A0991,S300,C038,2025-01-03,Company Website,Shortlisted
A0992,S454,C096,2025-12-29,Naukri,Selected
A0993,S002,C064,2025-06-10,Referral,Shortlisted
A0994,S061,C014,2025-01-07,LinkedIn,Interview
A0995,S141,C052,2025-08-05,LinkedIn,Applied
A0996,S024,C071,2025-11-26,Internshala,Rejected
A0997,S216,C010,2025-09-07,LinkedIn,Interview
A0998,S386,C023,2025-03-21,Referral,Rejected
A0999,S257,C088,2025-03-15,Internshala,Shortlisted
A1000,S090,C059,2025-02-23,LinkedIn,Interview
A1001,S043,C029,2025-03-15,Internshala,Selected
A1002,S093,C092,2025-12-19,Company Website,Rejected
A1003,S445,C022,2025-09-04,LinkedIn,Interview
A1004,S421,C010,2025-05-27,Referral,Applied
A1005,S012,C094,2025-04-21,Referral,Rejected
A1006,S244,C002,2025-05-07,Internshala,Applied
A1007,S401,C040,2025-02-12,Naukri,Applied
A1008,S049,C023,2025-02-24,Referral,Shortlisted
A1009,S332,C030,2025-05-09,Internshala,Shortlisted
A1010,S234,C099,2025-03-06,LinkedIn,Selected
A1011,S063,C063,2025-11-20,Naukri,Selected
A1012,S385,C090,2025-11-20,Referral,Applied
A1013,S183,C055,2025-03-13,Referral,Selected
A1014,S173,C065,2025-11-20,Referral,Rejected
A1015,S326,C095,2025-05-06,Naukri,Interview
A1016,S332,C073,2025-02-06,Internshala,Applied
A1017,S155,C071,2025-09-21,Internshala,Interview
A1018,S100,C017,2025-05-22,Internshala,Selected
A1019,S453,C092,2025-01-01,LinkedIn,Interview
A1020,S028,C094,2025-03-05,Naukri,Interview
A1021,S028,C003,2025-07-06,Internshala,Applied
A1022,S377,C088,2025-02-04,Company Website,Selected
A1023,S274,C052,2025-05-03,Referral,Selected
A1024,S332,C032,2025-10-30,Referral,Applied
A1025,S007,C074,2025-08-14,Internshala,Applied
A1026,S177,C013,2025-05-25,Company Website,Shortlisted
A1027,S122,C054,2025-03-30,LinkedIn,Applied
A1028,S099,C095,2025-11-03,LinkedIn,Applied
A1029,S388,C015,2025-05-17,Naukri,Rejected
A1030,S181,C053,2025-03-19,Company Website,Interview
A1031,S198,C083,2025-07-01,Naukri,Interview
A1032,S101,C050,2025-10-16,LinkedIn,Rejected
A1033,S477,C031,2025-09-18,Company Website,Rejected
A1034,S365,C094,2025-03-09,Company Website,Applied
